                          2016-07-24 02:41:23.812261
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment09/SBSBPP500_run9.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
        377         9588           51         751          557.61
        378          378           51         648          557.61
        379          379           52         632          546.88
        380        12245           51         780          557.61
        381          381           52         648          546.88
        382          882           51         711          557.61
        383         5742           52         658          546.88
        384          531           51         753          557.61
        385        10529           51         687          557.61
        386          617           51         772          557.61
        387         4470           53         580          536.57
        388         8422           51         762          557.61
        389          389           51         634          557.61
        390        11101           51         746          557.61
        391          391           52         618          546.88
        392          392           51         687          557.61
        393          393           51         675          557.61
        394        10580           53         567          536.57
        395        12037           53         595          536.57
        396          525           55         575          517.05
        397          397           52         684          546.88
        398          398           52         651          546.88
        399        11933           51         697          557.61
        400          637           54         575          526.63
        401        11595           53         572          536.57
        402          402           52         706          546.88
        403        13154           54         621          526.63
        404        12115           51         806          557.61
        405        10838           51         779          557.61
        406          406           51         657          557.61
        407        12711           51         746          557.61
        408        11439           51         739          557.61
        409         9826           52         654          546.88
        410         2130           51         799          557.61
        411         8290           51         720          557.61
        412        11821           51         677          557.61
        413          413           51         653          557.61
        414        11903           51         650          557.61
        415         5222           53         623          536.57
        416          416           51         662          557.61
        417         1922           54         576          526.63
        418          418           51         658          557.61
        419          589           51         804          557.61
        420          420           51         687          557.61
        421         9771           54         583          526.63
        422          422           52         617          546.88
        423        12998           51         763          557.61
        424          424           51         645          557.61
        425         8522           53         645          536.57
        426         1608           54         646          526.63
        427          521           54         576          526.63
        428          428           52         633          546.88
        429        12972           53         593          536.57
        430         7641           53         595          536.57
        431         2466           51         726          557.61
        432        10399           54         619          526.63
        433          523           51         684          557.61
        434          434           51         668          557.61
        435         5794           51         894          557.61
        436        11509           51         741          557.61
        437          647           51         707          557.61
        438         1425           51         876          557.61
        439          542           54         583          526.63
        440         1585           51         694          557.61
        441         7380           54         562          526.63
        442        10207           53         583          536.57
        443         6184           51         768          557.61
        444         7174           53         576          536.57
        445          445           52         621          546.88
        446         4547           51         687          557.61
        447          447           51         658          557.61
        448         7719           51         831          557.61
        449          606           54         567          526.63
        450         8838           51         736          557.61
        451         8965           51         721          557.61
        452        13307           54         568          526.63
        453          453           51         652          557.61
        454          580           52         659          546.88
        455         3093           52         698          546.88
        456        12660           51         788          557.61
        457         8345           51         756          557.61
        458        10682           52         806          546.88
        459          598           52         678          546.88
        460         8162           51         653          557.61
        461         1481           51         948          557.61
        462         8853           51         706          557.61
        463         2755           54         575          526.63
        464          464           51         627          557.61
        465         4081           52         700          546.88
        466          466           52         646          546.88
        467         8881           51         820          557.61
        468        10971           55         596          517.05
        469        11881           54         600          526.63
        470        10451           51         654          557.61
        471          471           51         644          557.61
        472          472           52         642          546.88
        473         7429           51         630          557.61
        474          474           52         656          546.88
        475         5328           51         771          557.61
        476        12473           51         779          557.61
        477         9409           55         605          517.05
        478          478           51         674          557.61
        479          479           51         657          557.61
        480         1949           53         567          536.57
        481         1115           54         592          526.63
        482          482           51         658          557.61
        483         3974           51         729          557.61
        484         1660           51         780          557.61
        485          485           51         669          557.61
        486         1065           51         678          557.61
        487         3197           51         761          557.61
        488         2287           54         559          526.63
        489          489           51         633          557.61
        490        11773           51         717          557.61
        491         9099           51         815          557.61
        492          492           52         670          546.88
        493         7591           51         688          557.61
        494        10369           51         712          557.61
        495         2804           51         748          557.61
        496          535           51         753          557.61
        497        10787           51         628          557.61
        498          498           51         669          557.61
        499          499           52         655          546.88

There are currently  5 solutions in the Pareto Set:
  - Solution Number  149
  - Solution Number  7223
  - Solution Number  7324
  - Solution Number  10971
  - Solution Number  12739


*******************************************************************************
                          2016-07-24 04:15:07.913645
