                          2016-07-23 16:45:45.246652
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment03/SBSBPP500_run3.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
        156          705           46         672          591.48
        157         8127           46         675          591.48
        158        13228           46         696          591.48
        159         1448           47         697          578.89
        160        13019           46         671          591.48
        161          161           47         689          578.89
        162          162           47         690          578.89
        163          604           47         679          578.89
        164        13645           46         698          591.48
        165          165           46         687          591.48
        166          166           47         674          578.89
        167         7508           47         698          578.89
        168         4750           45         684          604.62
        169          169           47         695          578.89
        170          510           46         697          591.48
        171          517           48         693          566.83
        172        11460           46         700          591.48
        173          173           47         680          578.89
        174          174           46         701          591.48
        175          524           47         701          578.89
        176         3609           46         702          591.48
        177        13436           45         702          604.62
        178         4724           47         691          578.89
        179         9482           46         701          591.48
        180          180           48         685          566.83
        181        11017           45         702          604.62
        182          182           48         701          566.83
        183          183           47         683          578.89
        184         3135           47         699          578.89
        185          185           47         697          578.89
        186         9147           45         702          604.62
        187          187           48         692          566.83
        188          188           47         691          578.89
        189        10340           47         675          578.89
        190         4779           47         701          578.89
        191          191           48         686          566.83
        192          532           45         702          604.62
        193         2723           45         702          604.62
        194          600           47         683          578.89
        195        10367           46         696          591.48
        196          196           48         701          566.83
        197          197           47         695          578.89
        198          519           47         698          578.89
        199          199           46         684          591.48
        200         9275           46         700          591.48
        201         5221           45         702          604.62
        202        13723           47         688          578.89
        203         3036           47         702          578.89
        204         1893           48         697          566.83
        205         2699           45         702          604.62
        206          206           47         691          578.89
        207          207           47         693          578.89
        208         1834           47         681          578.89
        209         9743           46         682          591.48
        210          576           46         694          591.48
        211        11875           47         684          578.89
        212         8003           45         702          604.62
        213          500           46         701          591.48
        214        10524           47         686          578.89
        215         1942           46         702          591.48
        216          216           46         688          591.48
        217         9562           47         677          578.89
        218         9769           46         701          591.48
        219         1528           46         691          591.48
        220          527           46         697          591.48
        221        10837           47         695          578.89
        222        11354           46         682          591.48
        223          223           48         691          566.83
        224        13463           47         698          578.89
        225          225           47         685          578.89
        226          226           47         696          578.89
        227        12708           46         697          591.48
        228          578           45         702          604.62
        229          703           45         700          604.62
        230        12631           47         685          578.89
        231         2101           47         680          578.89
        232         6911           46         702          591.48
        233        11794           47         691          578.89
        234         1788           46         701          591.48
        235          606           47         696          578.89
        236         5842           47         702          578.89
        237          657           46         701          591.48
        238          577           45         702          604.62
        239          737           45         702          604.62
        240         3347           46         696          591.48
        241        13694           45         700          604.62
        242         3374           46         702          591.48
        243          574           46         697          591.48
        244          244           46         687          591.48
        245         4649           46         702          591.48
        246        10056           46         699          591.48
        247        10003           45         702          604.62
        248          248           46         689          591.48
        249          249           46         694          591.48
        250         9119           46         701          591.48
        251         1269           47         693          578.89
        252          252           47         686          578.89
        253        13278           46         702          591.48
        254          592           47         701          578.89
        255          255           47         678          578.89
        256          957           47         702          578.89
        257         5374           45         698          604.62
        258         5767           46         685          591.48
        259         6598           47         701          578.89
        260          542           46         683          591.48
        261        11201           47         701          578.89
        262        10855           46         698          591.48
        263          721           45         702          604.62
        264         4077           48         695          566.83
        265          735           47         701          578.89
        266          266           48         691          566.83
        267         6311           46         667          591.48
        268          268           46         688          591.48
        269          269           47         688          578.89
        270        13177           46         701          591.48
        271          271           46         680          591.48
        272          667           46         701          591.48
        273         4519           46         675          591.48
        274          627           46         702          591.48
        275          588           46         697          591.48
        276         8389           45         702          604.62
        277          610           46         696          591.48
        278          278           48         699          566.83
        279          279           47         690          578.89
        280         5429           46         702          591.48
        281          521           46         701          591.48
        282         7427           46         698          591.48
        283        10496           46         698          591.48
        284         8234           46         702          591.48
        285         3474           47         701          578.89
        286          286           47         688          578.89
        287         4544           46         698          591.48
        288         5636           46         700          591.48
        289          560           45         687          604.62
        290        13330           47         678          578.89
        291        10311           46         702          591.48
        292         8471           46         702          591.48
        293          695           45         699          604.62
        294        11071           46         701          591.48
        295          295           48         694          566.83
        296         6182           47         701          578.89
        297          297           47         694          578.89
        298          685           47         689          578.89
        299         7665           46         702          591.48
        300         7119           46         690          591.48
        301         8833           46         687          591.48
        302         4232           46         681          591.48
        303         6936           47         699          578.89
        304          304           46         687          591.48
        305          655           47         687          578.89
        306          713           46         699          591.48
        307         5576           45         702          604.62
        308          671           47         689          578.89
        309         7093           46         702          591.48
        310          605           45         701          604.62
        311         4046           47         682          578.89
        312          623           46         678          591.48
        313          313           47         689          578.89
        314          314           47         695          578.89
        315         3264           46         701          591.48
        316         3554           46         702          591.48
        317          317           47         698          578.89
        318          318           47         698          578.89
        319         6625           47         682          578.89
        320         2984           46         701          591.48
        321        12341           46         702          591.48
        322        13565           45         700          604.62
        323         2748           46         702          591.48
        324        13122           47         700          578.89
        325        12812           46         684          591.48
        326          533           45         702          604.62
        327          327           47         676          578.89
        328         7014           46         700          591.48
        329         5948           47         688          578.89
        330        12732           46         700          591.48
        331        12159           46         683          591.48
        332        12887           47         700          578.89
        333        11434           46         702          591.48
        334          590           46         694          591.48
        335          335           47         686          578.89
        336         8809           46         702          591.48
        337          337           47         694          578.89
        338          338           48         699          566.83
        339          599           46         701          591.48
        340          340           48         680          566.83
        341         6053           47         700          578.89
        342          342           47         690          578.89
        343          626           47         695          578.89
        344        13149           46         702          591.48
        345         5611           46         702          591.48
        346         5296           47         697          578.89
        347          347           47         689          578.89
        348         8911           46         702          591.48
        349         6547           46         702          591.48
        350          350           46         691          591.48
        351        12007           46         696          591.48
        352          620           46         701          591.48
        353         7791           46         677          591.48
        354        13382           45         702          604.62
        355          668           46         699          591.48
        356          356           47         696          578.89
        357        10132           46         702          591.48
        358         9613           46         702          591.48
        359        12109           47         701          578.89
        360         1995           46         702          591.48
        361        10184           47         696          578.89
        362         5791           46         675          591.48
        363         7691           46         685          591.48
        364          364           48         693          566.83
        365         4413           45         701          604.62
        366        13096           47         685          578.89
        367          367           47         698          578.89
        368        10992           46         702          591.48
        369         2020           46         698          591.48
        370          624           47         700          578.89
        371         7948           46         701          591.48
        372        10707           45         702          604.62
        373        11330           46         691          591.48
        374         6729           45         702          604.62
        375          375           47         690          578.89
        376         1398           46         701          591.48
        377         6468           47         689          578.89
        378          640           47         696          578.89
        379          379           47         689          578.89
        380        12784           46         680          591.48
        381        13616           46         699          591.48
        382        11616           47         687          578.89
        383          512           46         690          591.48
        384         4181           46         693          591.48
        385          637           47         671          578.89
        386          386           47         689          578.89
        387          387           47         669          578.89
        388          388           47         691          578.89
        389         9351           46         686          591.48
        390        10732           46         701          591.48
        391        12240           45         702          604.62
        392          392           47         687          578.89
        393        10758           46         692          591.48
        394        12917           47         662          578.89
        395         8705           46         700          591.48
        396         9926           46         697          591.48
        397          550           46         698          591.48
        398         9041           46         687          591.48
        399          399           47         681          578.89
        400          530           46         696          591.48
        401          686           47         687          578.89
        402         3972           46         700          591.48
        403        13358           47         678          578.89
        404         4467           46         686          591.48
        405          702           45         700          604.62
        406         2254           46         699          591.48
        407        12368           46         701          591.48
        408         9199           45         702          604.62
        409         9641           45         702          604.62
        410         4805           46         700          591.48
        411         9976           46         702          591.48
        412         8154           46         702          591.48
        413         6101           47         699          578.89
        414          740           46         687          591.48
        415          415           48         691          566.83
        416          631           47         685          578.89
        417         8288           46         702          591.48
        418        10109           45         701          604.62
        419        13668           47         697          578.89
        420          674           47         686          578.89
        421         4103           47         696          578.89
        422         2828           45         701          604.62
        423        12995           46         702          591.48
        424         5065           47         699          578.89
        425         3296           46         702          591.48
        426          426           47         689          578.89
        427          427           47         689          578.89
        428          641           47         700          578.89
        429         1128           47         699          578.89
        430        12214           46         702          591.48
        431          693           46         681          591.48
        432        11044           47         699          578.89
        433          433           47         689          578.89
        434        10082           46         699          591.48
        435          601           46         700          591.48
        436        12863           45         702          604.62
        437          615           45         702          604.62
        438          438           47         694          578.89
        439         6521           46         702          591.48
        440          440           47         686          578.89
        441          618           46         701          591.48
        442          442           46         695          591.48
        443          708           45         702          604.62
        444          642           46         700          591.48
        445         5970           45         700          604.62
        446        12137           47         659          578.89
        447         9094           47         661          578.89
        448        10420           46         701          591.48
        449         7636           46         674          591.48
        450         5714           46         698          591.48
        451         5556           46         691          591.48
        452         5324           47         698          578.89
        453         3635           46         695          591.48
        454          513           46         700          591.48
        455        12938           47         676          578.89
        456          456           46         693          591.48
        457         9433           46         697          591.48
        458        10781           45         702          604.62
        459          459           48         698          566.83
        460        11383           47         695          578.89
        461          621           46         673          591.48
        462        12293           47         671          578.89
        463         1477           46         700          591.48
        464          464           48         693          566.83
        465        11902           46         702          591.48
        466        11171           46         699          591.48
        467          467           47         690          578.89
        468        11304           47         686          578.89
        469         7768           46         699          591.48
        470        10030           46         702          591.48
        471          471           47         697          578.89
        472          690           46         701          591.48
        473          473           46         686          591.48
        474          825           47         685          578.89
        475         3245           46         697          591.48
        476        10655           45         702          604.62
        477          477           47         691          578.89
        478         7923           46         673          591.48
        479         5890           46         696          591.48
        480         6832           46         702          591.48
        481          612           45         701          604.62
        482         7352           46         700          591.48
        483          483           47         688          578.89
        484          484           48         677          566.83
        485        11563           47         665          578.89
        486          613           45         701          604.62
        487         8964           47         699          578.89
        488        12058           47         683          578.89
        489         7457           46         698          591.48
        490        12471           46         702          591.48
        491        12317           47         688          578.89
        492          492           47         702          578.89
        493        13046           47         678          578.89
        494        12186           47         701          578.89
        495         1918           47         699          578.89
        496          496           46         684          591.48
        497        10887           46         694          591.48
        498          498           47         689          578.89
        499          617           46         701          591.48

There are currently  6 solutions in the Pareto Set:
  - Solution Number  396
  - Solution Number  554
  - Solution Number  6025
  - Solution Number  6311
  - Solution Number  8102
  - Solution Number  12137


*******************************************************************************
                          2016-07-23 18:18:55.740197
