                          2016-07-24 20:50:33.787845
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment20/SBSBPP500_run20.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
        460        11518           48         835          573.52
        461        11388           48         755          573.52
        462         5348           51         606          539.78
        463        13258           48         790          573.52
        464          464           49         677          561.82
        465         2310           49         807          561.82
        466        10242           48         912          573.52
        467        12194           51         651          539.78
        468          468           49         727          561.82
        469          533           48         791          573.52
        470          470           49         680          561.82
        471        11282           48         779          573.52
        472        13467           51         636          539.78
        473          473           49         684          561.82
        474         8292           49         722          561.82
        475         8009           50         609          550.58
        476         5980           49         821          561.82
        477         4435           48         827          573.52
        478        10790           49         817          561.82
        479         7176           51         594          539.78
        480         9073           49         806          561.82
        481         4161           48         767          573.52
        482         8945           50         618          550.58
        483         3768           48         826          573.52
        484        12814           48         824          573.52
        485        12764           48         697          573.52
        486         1577           51         611          539.78
        487          487           49         680          561.82
        488        11362           50         657          550.58
        489          489           49         707          561.82
        490         5487           51         602          539.78
        491        12609           48         742          573.52
        492          492           49         717          561.82
        493        12216           50         608          550.58
        494         8451           51         678          539.78
        495        12322           48         754          573.52
        496          496           48         709          573.52
        497         6055           49         776          561.82
        498        12559           48         783          573.52
        499          499           49         710          561.82

There are currently  5 solutions in the Pareto Set:
  - Solution Number  388
  - Solution Number  3039
  - Solution Number  8889
  - Solution Number  9049
  - Solution Number  12741


*******************************************************************************
                          2016-07-24 22:22:18.074982
