                          2016-07-24 17:33:39.351524
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment18/SBSBPP500_run18.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
        416        10755           81         400          343.69
        417          727           80         403          347.99
        418        11118           75         559          371.19
        419         1707           74         522          376.20
        420         9426           74         591          376.20
        421        12882           74         617          376.20
        422          645           81         427          343.69
        423          766           75         565          371.19
        424        10937           74         556          376.20
        425        13768           79         412          352.39
        426          659           80         416          347.99
        427        12026           75         481          371.19
        428          428           76         501          366.30
        429         2536           76         508          366.30
        430         5320           80         446          347.99
        431         8180           75         601          371.19
        432        13173           74         549          376.20
        433          696           74         561          376.20
        434         6123           79         434          352.39
        435          435           75         457          371.19
        436        12731           75         463          371.19
        437        13667           79         443          352.39
        438         9610           74         531          376.20
        439         5397           75         488          371.19
        440         1213           74         509          376.20
        441        10572           81         440          343.69
        442         6593           75         482          371.19
        443        12079           75         494          371.19
        444        12341           75         594          371.19
        445          698           80         424          347.99
        446         9766           80         434          347.99
        447        10416           74         596          376.20
        448          448           75         493          371.19
        449          778           74         489          376.20
        450         9635           74         573          376.20
        451         7375           79         420          352.39
        452        12445           75         639          371.19
        453         2694           74         491          376.20
        454          454           74         501          376.20
        455          455           75         466          371.19
        456          456           75         481          371.19
        457        13300           75         582          371.19
        458          458           74         499          376.20
        459          507           74         495          376.20
        460        13250           80         413          347.99
        461         9296           78         424          356.91
        462          462           75         486          371.19
        463         5893           74         581          376.20
        464          737           74         727          376.20
        465          513           78         448          356.91
        466         8337           75         598          371.19
        467          467           75         498          371.19
        468         1966           79         453          352.39
        469          469           74         490          376.20
        470          651           74         597          376.20
        471          812           74         600          376.20
        472         8441           76         501          366.30
        473          473           75         492          371.19
        474          474           75         481          371.19
        475          825           80         434          347.99
        476        11714           74         484          376.20
        477         4463           75         543          371.19
        478          478           76         464          366.30
        479        10885           79         428          352.39
        480          480           75         445          371.19
        481         6330           74         539          376.20
        482         2019           80         432          347.99
        483         5968           74         532          376.20
        484         7423           75         567          371.19
        485          849           74         575          376.20
        486        13198           75         547          371.19
        487        13537           75         594          371.19
        488        12567           80         419          347.99
        489         4827           74         591          376.20
        490          490           74         479          376.20
        491         6309           75         563          371.19
        492         7865           79         442          352.39
        493         8415           74         539          376.20
        494         1602           80         404          347.99
        495         2743           80         405          347.99
        496        12052           80         401          347.99
        497        12538           79         451          352.39
        498         2512           75         489          371.19
        499        12200           74         581          376.20

There are currently  13 solutions in the Pareto Set:
  - Solution Number  159
  - Solution Number  161
  - Solution Number  280
  - Solution Number  294
  - Solution Number  420
  - Solution Number  480
  - Solution Number  6535
  - Solution Number  7451
  - Solution Number  8623
  - Solution Number  8984
  - Solution Number  10755
  - Solution Number  12496
  - Solution Number  13611


*******************************************************************************
                          2016-07-24 19:18:36.663287
