                          2016-07-23 13:41:15.019381
*******************************************************************************

     This output file records the optimization of a bin packing problem

     with  500  items to pack. The optimization is terminated after

      25000  fitness function evaluations.


*******************************************************************************

     Method:  MOMAD
     data:  MOMAD/Static/SBSBPP500/Experiment01/SBSBPP500_run1.txt
Generation  1 : 

Gen. Member  Solution ID     f[1] (B)    f[2] (H)    f[3] (Avg. W)
        139         7979           40         942          709.40
        140        13463           40         813          709.40
        141          141           40         843          709.40
        142          957           40         957          709.40
        143         8132           40         859          709.40
        144         2649           41         777          692.10
        145         6539           40         952          709.40
        146          146           40         814          709.40
        147          147           40         848          709.40
        148        11775           42         788          675.62
        149         5535           40         850          709.40
        150         6833           40         866          709.40
        151         1869           42         777          675.62
        152          629           41         756          692.10
        153         2205           42         720          675.62
        154        12477           40         918          709.40
        155          155           40         817          709.40
        156          156           40         802          709.40
        157        12424           40         916          709.40
        158        12139           42         731          675.62
        159          661           41         765          692.10
        160         3403           40         906          709.40
        161        12321           40         892          709.40
        162         7796           41         938          692.10
        163         2331           42         735          675.62
        164        10628           42         721          675.62
        165        11641           40         877          709.40
        166        12292           40         933          709.40
        167          647           40         889          709.40
        168        11618           40         942          709.40
        169        11305           40         906          709.40
        170          170           40         845          709.40
        171         2414           42         730          675.62
        172         5977           42         723          675.62
        173          173           40         802          709.40
        174          174           40         866          709.40
        175          643           41         746          692.10
        176          668           40         916          709.40
        177         7745           40         954          709.40
        178         5145           40         944          709.40
        179          179           40         804          709.40
        180        11978           40         904          709.40
        181          181           40         857          709.40
        182        11332           42         804          675.62
        183          183           40         841          709.40
        184          184           40         814          709.40
        185         7300           40         935          709.40
        186          186           40         850          709.40
        187          187           40         796          709.40
        188         8600           40         960          709.40
        189        12602           40         873          709.40
        190         6055           42         768          675.62
        191        12710           40         917          709.40
        192          580           40         949          709.40
        193          193           40         854          709.40
        194          194           40         873          709.40
        195          195           40         790          709.40
        196          196           40         836          709.40
        197          521           40         959          709.40
        198         4622           41         774          692.10
        199          567           42         749          675.62
        200        13621           40         956          709.40
        201        11436           41         832          692.10
        202          697           40         909          709.40
        203        13145           40         942          709.40
        204          204           40         810          709.40
        205        12893           42         723          675.62
        206        13567           40         947          709.40
        207          207           40         846          709.40
        208         5318           40         856          709.40
        209         5731           42         758          675.62
        210          511           40         865          709.40
        211          500           40         891          709.40
        212          602           42         763          675.62
        213        11929           41         791          692.10
        214         9273           42         753          675.62
        215         3295           40         857          709.40
        216          216           40         864          709.40
        217         8912           40         957          709.40
        218         7589           40         904          709.40
        219        11459           42         756          675.62
        220         9487           42         729          675.62
        221         4100           41         735          692.10
        222          222           40         854          709.40
        223          223           40         832          709.40
        224          224           40         844          709.40
        225          559           41         763          692.10
        226        11956           42         746          675.62
        227         8837           40         868          709.40
        228         7554           40         898          709.40
        229          229           40         836          709.40
        230          542           42         734          675.62
        231         3323           40         896          709.40
        232          632           40         874          709.40
        233         9590           40         850          709.40
        234        11045           41         758          692.10
        235          235           40         846          709.40
        236          236           40         872          709.40
        237         6234           40         885          709.40
        238         8525           40         906          709.40
        239         9071           40         914          709.40
        240         6132           40         871          709.40
        241        13490           40         791          709.40
        242        13283           42         736          675.62
        243        11123           40         928          709.40
        244          244           40         826          709.40
        245        13124           40         913          709.40
        246         9666           40         938          709.40
        247        13357           40         853          709.40
        248         5687           42         751          675.62
        249        13231           40         901          709.40
        250          250           40         824          709.40
        251         6211           41         845          692.10
        252          533           42         745          675.62
        253          253           40         826          709.40
        254          254           40         800          709.40
        255          255           40         828          709.40
        256        11385           40         900          709.40
        257         5923           40         937          709.40
        258         7145           40         861          709.40
        259         9426           40         957          709.40
        260         8234           42         781          675.62
        261          261           40         816          709.40
        262        12503           40         927          709.40
        263        13647           40         941          709.40
        264         1946           42         754          675.62
        265          265           40         837          709.40
        266        10832           40         945          709.40
        267         3193           42         810          675.62
        268        10786           40         937          709.40
        269         5353           40         889          709.40
        270        12060           40         847          709.40
        271          271           40         813          709.40
        272          272           40         817          709.40
        273        11567           40         891          709.40
        274          660           41         739          692.10
        275        12658           41         756          692.10
        276        12919           42         748          675.62
        277         2824           40         904          709.40
        278         4728           40         877          709.40
        279          279           40         806          709.40
        280        10054           41         734          692.10
        281        12242           40         927          709.40
        282         9121           40         846          709.40
        283         9512           42         747          675.62
        284          284           40         825          709.40
        285         1139           41         764          692.10
        286         7121           40         886          709.40
        287        12009           40         873          709.40
        288        10423           40         866          709.40
        289         3062           40         903          709.40
        290         8679           40         870          709.40
        291         8004           40         868          709.40
        292        13698           42         733          675.62
        293        12451           40         953          709.40
        294          294           40         821          709.40
        295        13179           41         730          692.10
        296        10706           40         849          709.40
        297          297           40         874          709.40
        298          298           40         803          709.40
        299          299           40         852          709.40
        300         2440           40         827          709.40
        301        10030           42         843          675.62
        302        11849           40         880          709.40
        303          303           40         821          709.40
        304         3143           41         754          692.10
        305         8310           40         886          709.40
        306         6180           40         765          709.40
        307         3235           42         732          675.62
        308          308           41         908          692.10
        309         5221           40         903          709.40
        310          310           40         802          709.40
        311        10552           41         758          692.10
        312          656           40         957          709.40
        313         8654           41         737          692.10
        314          314           40         791          709.40
        315          691           40         909          709.40
        316         5846           40         954          709.40
        317         8863           41         847          692.10
        318         7199           40         917          709.40
        319          682           40         870          709.40
        320        12165           41         750          692.10
        321         8941           41         772          692.10
        322         6887           41         815          692.10
        323          323           40         765          709.40
        324        10214           40         940          709.40
        325         9200           40         938          709.40
        326        12841           40         942          709.40
        327         9871           42         775          675.62
        328         6262           40         892          709.40
        329          329           40         839          709.40
        330          330           40         817          709.40
        331        11281           41         730          692.10
        332         9954           40         913          709.40
        333          628           42         729          675.62
        334        11409           40         921          709.40
        335         1314           42         733          675.62
        336         7719           42         800          675.62
        337         7693           41         753          692.10
        338          338           40         853          709.40
        339          642           41         733          692.10
        340          340           41         811          692.10
        341          341           40         883          709.40
        342         3844           40         944          709.40
        343         7815           42         728          675.62
        344          692           40         945          709.40
        345          345           40         831          709.40
        346          346           40         834          709.40
        347         7844           40         950          709.40
        348        12578           40         906          709.40
        349         5949           40         876          709.40
        350          350           40         816          709.40
        351         8779           40         903          709.40
        352         4933           40         857          709.40
        353          648           41         744          692.10
        354         7223           41         832          692.10
        355          355           40         823          709.40
        356          356           40         829          709.40
        357        11541           40         925          709.40
        358          512           40         840          709.40
        359          611           40         945          709.40
        360        11871           40         837          709.40
        361          590           40         820          709.40
        362        13330           42         739          675.62
        363         6575           42         740          675.62
        364         2623           42         723          675.62
        365         2044           42         754          675.62
        366        12032           40         885          709.40
        367        13387           40         923          709.40
        368         7926           40         837          709.40
        369         3713           40         941          709.40
        370          657           40         874          709.40
        371         9409           42         784          675.62
        372         5168           40         906          709.40
        373          501           42         733          675.62
        374         5482           41         747          692.10
        375          375           40         810          709.40
        376          376           40         831          709.40
        377         1686           42         724          675.62
        378          674           40         915          709.40
        379         4364           42         803          675.62
        380         6861           42         719          675.62
        381          548           42         719          675.62
        382        10317           40         917          709.40
        383          622           40         939          709.40
        384          384           40         814          709.40
        385        11177           41         750          692.10
        386        11151           40         929          709.40
        387          387           40         802          709.40
        388          519           40         909          709.40
        389         8550           41         789          692.10
        390         2879           40         880          709.40
        391          391           40         850          709.40
        392          392           40         840          709.40
        393          393           40         826          709.40
        394          658           40         866          709.40
        395          514           40         900          709.40
        396         7432           40         925          709.40
        397         6807           40         927          709.40
        398         2154           40         826          709.40
        399          399           40         823          709.40
        400        10865           40         869          709.40
        401          686           40         856          709.40
        402          402           40         808          709.40
        403         7483           40         910          709.40
        404        11099           40         873          709.40
        405        13541           40         919          709.40
        406         3351           40         953          709.40
        407          407           40         831          709.40
        408        10084           42         796          675.62
        409        12682           40         943          709.40
        410          603           40         945          709.40
        411         4207           40         906          709.40
        412         3637           42         725          675.62
        413          413           40         813          709.40
        414          414           40         829          709.40
        415          415           40         837          709.40
        416        12971           40         962          709.40
        417          417           40         825          709.40
        418         9845           42         732          675.62
        419          419           41         851          692.10
        420         1396           40         924          709.40
        421        10652           40         924          709.40
        422         2102           42         768          675.62
        423        13023           40         952          709.40
        424          424           40         859          709.40
        425         4599           41         743          692.10
        426          426           40         808          709.40
        427          427           40         841          709.40
        428         9978           40         936          709.40
        429          625           40         939          709.40
        430         7328           40         834          709.40
        431         4911           40         948          709.40
        432        13101           40         889          709.40
        433          433           40         834          709.40
        434          434           40         906          709.40
        435         5065           40         905          709.40
        436        13075           42         727          675.62
        437         8758           40         875          709.40
        438         6497           41         765          692.10
        439          439           40         818          709.40
        440          440           40         882          709.40
        441          651           40         883          709.40
        442         1266           40         962          709.40
        443          443           41         798          692.10
        444         8809           40         905          709.40
        445        13517           40         928          709.40
        446         1449           40         858          709.40
        447         3116           41         763          692.10
        448         7041           42         744          675.62
        449          449           40         804          709.40
        450          450           40         835          709.40
        451          678           40         920          709.40
        452        12632           40         886          709.40
        453        12524           40         952          709.40
        454          454           40         823          709.40
        455         4231           40         856          709.40
        456          456           40         850          709.40
        457         8083           40         945          709.40
        458         6965           40         957          709.40
        459        12990           40         953          709.40
        460          597           41         786          692.10
        461         1557           40         958          709.40
        462         5441           40         885          709.40
        463        11203           41         791          692.10
        464        10939           40         901          709.40
        465        12371           42         753          675.62
        466         4651           40         954          709.40
        467        13595           42         779          675.62
        468        12736           40         863          709.40
        469          575           40         870          709.40
        470         9559           40         918          709.40
        471        10392           42         713          675.62
        472        13671           40         930          709.40
        473        13427           42         758          675.62
        474        11357           40         951          709.40
        475         7403           41         777          692.10
        476          476           40         818          709.40
        477        12867           40         883          709.40
        478         8472           40         961          709.40
        479         7251           40         951          709.40
        480        12347           40         920          709.40
        481         9747           40         911          709.40
        482         7277           40         871          709.40
        483        10449           40         874          709.40
        484        10007           40         896          709.40
        485        10523           41         745          692.10
        486        11748           40         928          709.40
        487          690           41         750          692.10
        488          488           40         837          709.40
        489         2258           40         894          709.40
        490          490           40         799          709.40
        491         2129           40         906          709.40
        492          492           40         843          709.40
        493        12394           42         763          675.62
        494         7510           41         744          692.10
        495         4181           40         844          709.40
        496          496           40         877          709.40
        497          497           40         874          709.40
        498         6359           40         895          709.40
        499        12207           40         942          709.40

There are currently  3 solutions in the Pareto Set:
  - Solution Number  293
  - Solution Number  8497
  - Solution Number  9617


*******************************************************************************
                          2016-07-23 15:14:25.477528
